Code,Year,"Health insurance coverage (ILO, 2014)",BCG (% of one-year-olds immunized),HepB3 (% of one-year-olds immunized),Hib3 (% of one-year-olds immunized),MCV1 (% of one-year-olds immunized),PCV3 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),RCV1 (% of one-year-olds immunized),RotaC (% of one-year-olds immunized),YFV (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized),Entity,Estimated maternal deaths,Under-five mortality rate - Total - Deaths per 100 live births,Births attended by skilled health staff (% of total),Deaths - Sex: all - Age: 0 - Variant: estimates,Under-fifteen mortality rate,Region,Age_in_Months_Days_Years,Cause of Death,FactValueNumeric,Value
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,"Other communicable, perinatal and nutritional conditions",0.088,0.1
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Congenital anomalies,0.045,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,1-59 months,HIV/AIDS,0.0001,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,1-59 months,Tetanus,0.0001,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Meningitis/encephalitis,0.02,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,"Other communicable, perinatal and nutritional conditions",0.042,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Diarrhoeal diseases,0.012,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Tetanus,0.018,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Measles,0.0,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,Diarrhoeal diseases,0.1,0.1
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Tetanus,0.0,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Meningitis/encephalitis,0.006,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Acute lower respiratory infections,0.0,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,"Other communicable, perinatal and nutritional conditions",0.059,0.1
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,Meningitis/encephalitis,0.049,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Measles,0.0,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Malaria,0.0,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,1-59 months,Prematurity,0.026,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,HIV/AIDS,0.0004,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Meningitis/encephalitis,0.03,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Injuries,0.01,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,HIV/AIDS,0.0,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,HIV/AIDS,0.0,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,Diarrhoeal diseases,0.012,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,1-59 months,Malaria,0.0003,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,Congenital anomalies,0.048,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,Other noncommunicable diseases,0.025,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,HIV/AIDS,0.0,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,Tetanus,0.009,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,Measles,0.039,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,Meningitis/encephalitis,0.005,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,Malaria,0.0,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Other noncommunicable diseases,0.055,0.1
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-4 years,Malaria,0.0002,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,"Other communicable, perinatal and nutritional conditions",0.064,0.1
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Congenital anomalies,0.072,0.1
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Acute lower respiratory infections,0.076,0.1
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,1-59 months,Measles,0.078,0.1
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,Tetanus,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,Measles,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,Meningitis/encephalitis,0.007,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,Malaria,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Prematurity,0.51,0.5
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Sepsis and other infectious conditions of the newborn,0.12,0.1
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Congenital anomalies,0.14,0.1
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Acute lower respiratory infections,0.12,0.1
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,HIV/AIDS,0.024,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Diarrhoeal diseases,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Tetanus,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Measles,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,Injuries,0.07,0.1
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Malaria,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,HIV/AIDS,0.008,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,Diarrhoeal diseases,0.0,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,Prematurity,0.32,0.3
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Birth asphyxia and birth trauma,0.19,0.2
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,HIV/AIDS,0.0007,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Tetanus,0.0003,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Meningitis/encephalitis,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-27 days,Malaria,0.0,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Meningitis/encephalitis,0.048,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Malaria,0.013,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,Other noncommunicable diseases,0.0008,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,Injuries,0.011,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Prematurity,0.15,0.2
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Acute lower respiratory infections,0.22,0.2
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Measles,0.036,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Malaria,0.007,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Prematurity,0.031,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Birth asphyxia and birth trauma,0.009,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Congenital anomalies,0.028,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Birth asphyxia and birth trauma,0.0,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
BGD,2003,1.4,93.0,5.0,94.0,76.0,,90.0,95.0,,,87.0,Bangladesh,15076.16,7.214978,13.9,222597.0,8.13458,South-East Asia,0-27 days,Birth asphyxia and birth trauma,0.24,0.2
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Other noncommunicable diseases,0.094,0.1
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Injuries,0.059,0.1
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-4 years,Diarrhoeal diseases,0.13,0.1
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,0-27 days,Sepsis and other infectious conditions of the newborn,0.16,0.2
YEM,2003,42.0,66.0,38.0,94.0,64.0,,61.0,95.0,,,61.0,Yemen,1734.138,7.9352317,26.8,49207.0,8.942325,Eastern Mediterranean,1-59 months,Diarrhoeal diseases,0.21,0.2
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,"Other communicable, perinatal and nutritional conditions",0.18,0.2
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Congenital anomalies,0.17,0.2
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,0-4 years,Acute lower respiratory infections,0.039,0.0
LCA,2003,35.5,95.0,84.0,84.0,90.0,,91.0,90.0,,,90.0,Saint Lucia,1.9987005,1.8076683,99.0,41.0,2.1470873,Americas,1-59 months,Prematurity,0.024,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Diarrhoeal diseases,0.013,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-4 years,Prematurity,0.073,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,1-59 months,Prematurity,0.06,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,1-59 months,Injuries,0.1,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,1-59 months,Tetanus,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-27 days,Sepsis and other infectious conditions of the newborn,0.077,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Meningitis/encephalitis,0.019,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Measles,0.0,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,"Other communicable, perinatal and nutritional conditions",0.066,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Other noncommunicable diseases,0.085,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Prematurity,0.26,0.3
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Congenital anomalies,0.3,0.3
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,Birth asphyxia and birth trauma,0.12,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,Sepsis and other infectious conditions of the newborn,0.052,0.1
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.023,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Tetanus,0.0,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Measles,0.008,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Sepsis and other infectious conditions of the newborn,0.031,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,Injuries,0.048,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Prematurity,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Birth asphyxia and birth trauma,0.0,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,Injuries,0.013,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-4 years,Congenital anomalies,0.33,0.3
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,Congenital anomalies,0.28,0.3
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,1-59 months,Congenital anomalies,0.33,0.3
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-27 days,Other noncommunicable diseases,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-4 years,Sepsis and other infectious conditions of the newborn,0.052,0.1
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,Diarrhoeal diseases,0.0,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,Tetanus,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-27 days,Acute lower respiratory infections,0.2,0.2
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Congenital anomalies,0.24,0.2
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-27 days,Tetanus,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-27 days,Measles,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Acute lower respiratory infections,0.25,0.3
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-4 years,Measles,0.0,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-4 years,HIV/AIDS,0.0,0.0
BIH,2004,59.2,95.0,36.0,49.0,88.0,,87.0,88.0,,,84.0,Bosnia and Herzegovina,4.647288,0.7729036,99.9,299.0,0.91666126,Europe,0-27 days,Other noncommunicable diseases,0.001,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-27 days,Prematurity,0.11,0.1
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Other noncommunicable diseases,0.14,0.1
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,HIV/AIDS,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Diarrhoeal diseases,0.043,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,1-59 months,Malaria,0.0,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-4 years,"Other communicable, perinatal and nutritional conditions",0.031,0.0
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-4 years,Injuries,0.089,0.1
MDA,2004,75.7,99.0,99.0,94.0,96.0,,98.0,96.0,,,98.0,Moldova,14.399833,2.1473775,99.3,981.0,2.498649,Europe,0-27 days,Birth asphyxia and birth trauma,0.2,0.2
